SK_ID_CURR,TARGET
100001,0.035990282959494815
100005,0.11438470396215059
100013,0.025898171499592892
100028,0.028182601706571636
100038,0.12033791524427591
100042,0.06123874572818403
100057,0.013686606973193826
100065,0.0346212535201502
100066,0.013205745818435654
100067,0.09454817879820702
100074,0.06669837284531736
100090,0.04111653159186256
100091,0.1352283251403725
100092,0.06384725447299962
100106,0.025191994554914627
100107,0.08217189971030685
100109,0.05465493020565284
100117,0.031492415888529204
100128,0.09057681473010445
100141,0.03525059547695745
100150,0.029165463580678747
100168,0.016571106776076414
100169,0.04700800129629715
100170,0.13462858232786257
100171,0.03084845551144585
100172,0.1340282782918727
100184,0.08810534687274643
100187,0.08363116235446362
100212,0.03681092737955319
100222,0.0807530764703378
100223,0.019643464885773274
100232,0.012519751767223858
100241,0.1290702887624223
100245,0.021411139915764606
100253,0.026807151107208833
100256,0.11025841906595835
100271,0.01512602960878067
100278,0.2171850444920815
100280,0.015920534751394225
100306,0.10769231705461273
100311,0.07537417676409887
100312,0.02008982070259068
100330,0.07876243262765655
100331,0.03950654209466735
100352,0.11249054546328964
100358,0.06654315609922719
100367,0.03413644938929904
100382,0.11608421845196215
100384,0.06354617051641634
100385,0.09239916083785316
100386,0.0274233981408047
100399,0.02148261641651011
100404,0.03828252257732585
100416,0.02448938060259668
100422,0.031157516896843256
100426,0.03713269518585581
100438,0.031018516969169723
100444,0.20203127435239848
100445,0.12038885173798312
100446,0.05317475578734223
100447,0.0374858736415359
100450,0.11998801353209611
100466,0.024247201826832567
100483,0.02401195662124507
100484,0.020401566733609138
100494,0.07304763928634234
100510,0.1508973556145652
100512,0.0169401768853181
100517,0.030148081500297557
100548,0.031201513897746197
100551,0.07097516596328192
100552,0.10222590779007765
100553,0.015561777649055399
100561,0.1630850420136868
100568,0.3188681413701209
100569,0.015182672243577534
100591,0.07028707739953338
100592,0.05521210490115066
100602,0.03913980317386844
100607,0.06765799518558523
100613,0.08197557451084445
100617,0.10497278667447775
100618,0.05305189313377203
100622,0.05064753834837627
100625,0.11447479868385556
100677,0.07534492386161847
100699,0.04550646551010351
100702,0.3012661868182389
100711,0.030184503128784432
100729,0.08032158242201853
100740,0.1979368999928212
100744,0.15858211439489175
100745,0.03870430610693937
100747,0.06694818770964833
100751,0.39505487114682347
100752,0.0826615884864762
100753,0.2066330671433589
100754,0.33215515476211566
100760,0.03446025980654205
100762,0.16083281793865772
100763,0.04702768690212696
100765,0.2530630845636402
100770,0.0748449981795626
100772,0.016373145933482214
100777,0.017324449552565353
100791,0.02179166986737215
100792,0.012365493706196965
100797,0.020602482195773167
100823,0.032822870068231605
100826,0.03671095741481066
100830,0.04380959028619415
100836,0.19157226357457346
100872,0.037080022932668
100910,0.05765289765922604
100913,0.1607726902193459
100918,0.025582545102726593
100931,0.019265069843014796
100952,0.024570583983180877
100953,0.016683144643120283
100965,0.17929462028931217
100970,0.032151476506604236
100982,0.1743295435871302
100983,0.16926683124637593
100984,0.05348533910132678
100987,0.039301053030653295
100997,0.030786380127801966
100998,0.12868590619562473
101002,0.03824215271410436
101005,0.1608133746737242
101008,0.20101814980918706
101020,0.055178963321785915
101021,0.06320868127537745
101024,0.054225861539099605
101025,0.1431536146661884
101026,0.03503674662931976
101031,0.023845116294268692
101041,0.018271959335465486
101051,0.010693596928916112
101055,0.058559201300339196
101056,0.24647181366348883
101057,0.03315489636417795
101064,0.02855108196903341
101079,0.10326561781574285
101087,0.02152477253614128
101090,0.04855534503847307
101092,0.07330424642878022
101097,0.1507238658208437
101099,0.016828391642274874
101107,0.09886292760580961
101118,0.03172544794420792
101125,0.0685910084075034
101126,0.013038722836830325
101128,0.013628096794170173
