SK_ID_CURR,TARGET
100001,0.04821810377846947
100005,0.1967618862076881
100013,0.030774313103757278
100028,0.029713823784006877
100038,0.1804784400008781
100042,0.02509116201385197
100057,0.012982379778474462
100065,0.051506673178896074
100066,0.013923154678711969
100067,0.12835817034282426
100074,0.045868143430248066
100090,0.060629025340543416
100091,0.16506371778837597
100092,0.0802221260742421
100106,0.04472428597538323
100107,0.13542493494821978
100109,0.10247577149854188
100117,0.04085916084432435
100128,0.07998654844947024
100141,0.054704475045002636
100150,0.02914006884032802
100168,0.009040229143734237
100169,0.04795986320765385
100170,0.22285174785195214
100171,0.041226817187259644
100172,0.12553101453382423
100184,0.12108773614247803
100187,0.06790081120210988
100212,0.03561106618443166
100222,0.05301212241864589
100223,0.019138862028600472
100232,0.016402862434727845
100241,0.11679943011136461
100245,0.024724571036969133
100253,0.02249111440805331
100256,0.1468777351158573
100271,0.013263108519003558
100278,0.5064374994004981
100280,0.018727170294551176
100306,0.11342495709284489
100311,0.10763472529988673
100312,0.009219669544660613
100330,0.0647698549627671
100331,0.043550198198410155
100352,0.08828622300877419
100358,0.12547250224781695
100367,0.02592763702748733
100382,0.11734782997980328
100384,0.042270298580247806
100385,0.10147493485734208
100386,0.026117045387780067
100399,0.06941168064662788
100404,0.06505199998319601
100416,0.020691884260584624
100422,0.056558877180115694
100426,0.02921996664639393
100438,0.040584745550124056
100444,0.2540366897586379
100445,0.14154890079644705
100446,0.059718278435009035
100447,0.027187266359697426
100450,0.23904166260098875
100466,0.01750276302339729
100483,0.02836935739578176
100484,0.013721383388108037
100494,0.1067468727051827
100510,0.20851168332591127
100512,0.022661370305422094
100517,0.030667495730698165
100548,0.043605351974622
100551,0.06643438178237294
100552,0.13363251960547262
100553,0.023156960394042317
100561,0.2107889433707468
100568,0.39773539260242324
100569,0.027610511752582913
100591,0.06936914207523918
100592,0.03143403222884597
100602,0.037794114402475924
100607,0.06717136901055064
100613,0.07521226620813314
100617,0.07530259513654984
100618,0.09613042877014295
100622,0.10434905843770242
100625,0.0878387708416193
100677,0.09975477142613517
100699,0.04464752343947688
100702,0.4227194683802597
100711,0.04390662856143345
100729,0.1573179451161573
100740,0.14761961908743065
100744,0.1337844365520394
100745,0.0377396658439123
100747,0.12805174003270936
100751,0.4505047218192217
100752,0.0461301726956848
100753,0.28787109306094544
100754,0.2472181405578718
100760,0.028844004206302887
100762,0.13689351569480696
100763,0.029509874586521826
100765,0.02124950282337889
100770,0.10495999569501131
100772,0.033749231291408
100777,0.011135927649077169
100791,0.028851094234770273
100792,0.011581072934077683
100797,0.03549875949794071
100823,0.03605615267032923
100826,0.06396917814519906
100830,0.04149678478639891
100836,0.2850251027312003
100872,0.04870303167047468
100910,0.06615475904706475
100913,0.11442859208994012
100918,0.02918078111678024
100931,0.013108304557260213
100952,0.05099796454870125
100953,0.022826294452450515
100965,0.18735873705187375
100970,0.03620610931938414
100982,0.17911132101439253
100983,0.18524606743278485
100984,0.0686804879617559
100987,0.0498928421251895
100997,0.03852248173065413
100998,0.1237586786546556
101002,0.0617943927360007
101005,0.16293964149030463
101008,0.23763495017223923
101020,0.03965648660409928
101021,0.06985439599621304
101024,0.028265789338101515
101025,0.22317212719681295
101026,0.02489526432250725
101031,0.026372587945056102
101041,0.020244450310306382
101051,0.006645154898420017
101055,0.1170632234903419
101056,0.40123864074829896
101057,0.03859240304901241
101064,0.04216102940643558
101079,0.09917697260887928
101087,0.03659745281749293
101090,0.027098526387894794
101092,0.0986117342240139
101097,0.16598983083885238
101099,0.018053831606475258
101107,0.09360277605216515
101118,0.05343841948288086
101125,0.1866772482540215
101126,0.01569945083875632
101128,0.018403590202683427
101136,0.10854558888791441
101140,0.10563651040216235
101149,0.1087042354601588
101160,0.1650680648919344
101169,0.25628561372477265
101181,0.08041470671123398
101186,0.007179890802903574
101190,0.08544102093442395
101193,0.16082104932258265
101194,0.11478874475521136
101198,0.11140971724132384
101200,0.020647468949194423
101204,0.016835344953674662
101211,0.06508331390131583
101213,0.10555726381100046
101223,0.03767944653473319
101225,0.10800861313675382
101237,0.0516259108846354
101243,0.09873417720582882
101244,0.10266132585279626
101258,0.027180317614928
101259,0.12850629719298937
101268,0.16447232987883464
101269,0.04812219532263868
101271,0.07010509009664716
101279,0.043077611181895924
101281,0.30753949981660117
101287,0.026995508276626095
101292,0.036863881683698425
101294,0.06532088380402448
101296,0.09920046951996336
101297,0.019107893933604472
101299,0.012608508577097463
101301,0.05133417301770634
101305,0.08830082081844709
101308,0.09952268604553527
101318,0.01165268211792274
101327,0.2390070188162332
101329,0.027987816286945452
101332,0.059213122440858815
101337,0.08322602734186364
101343,0.01798699809596721
101345,0.05192860410002414
101346,0.01220417251752815
101353,0.010588525369658423
101354,0.16081273214311914
101355,0.1505279766335099
101356,0.04970142661490531
101362,0.12216210179367892
101363,0.32714225829720195
101365,0.020101898587221563
101366,0.09443136685536499
101367,0.22105901111666262
101368,0.012464737923530455
101374,0.15845054779279488
101380,0.015814211904903553
101383,0.01904790906231039
101398,0.010930035381980006
101399,0.24011095937730081
101401,0.27732275374441956
101412,0.05453561981215299
101426,0.049438629420819495
101427,0.49089253801927574
101428,0.15945604328047588
101429,0.17561725773132011
101434,0.03002291071438712
101440,0.1660031760478137
101448,0.08908005390592631
101449,0.04210810357058933
101465,0.09600973735829901
101467,0.01998706162335482
101472,0.08635369494023373
101478,0.298190942812812
101497,0.06443974877441568
101504,0.13577158001687334
101547,0.0314556880289911
101548,0.09197908167199292
101555,0.10361457871207447
101570,0.01935303601065879
101572,0.0307640661749003
101578,0.03622537724411559
101580,0.12371505174611444
101588,0.10034206329773875
101602,0.026305080413493227
101610,0.1295633454575287
101614,0.06757262837999549
101616,0.03681272516618198
101643,0.11684005195811767
101644,0.041320959843281754
101649,0.06632983091668061
101650,0.08216223456478745
101665,0.008627448287859697
101667,0.0853725728297563
101669,0.08522332464309323
101674,0.08342295632587239
101675,0.02137669868038976
101678,0.08575165353194342
101682,0.05985478203989445
101686,0.06776235036932993
101697,0.39399371641630015
101700,0.21817014729339218
101711,0.05346385418258596
101714,0.030023779712282195
101715,0.2244922230378816
101728,0.03356523906634192
101732,0.06799254693613509
101757,0.1248119629550231
101758,0.07890265485867903
101759,0.07864289142171682
101762,0.04128034027755011
101764,0.052962313983955796
101780,0.346620469164104
101784,0.03599330443806771
101789,0.012858772926248646
101816,0.0815129231470146
101819,0.05931654747915992
101827,0.009299680509136227
101863,0.1000457782699174
101867,0.03022747463827295
101870,0.008050725255089295
101873,0.212519468481033
101878,0.08985739018996489
101879,0.0548119206454557
101880,0.020268752174400665
101887,0.07940866920518522
101897,0.014478489350670318
101901,0.09566396311660866
101903,0.2423308564848839
101920,0.1571768751329446
101921,0.0317480456952161
101922,0.02581450373042484
101961,0.18670623706845768
101962,0.04196672658043226
101971,0.09489102854555892
101976,0.2765444115907584
102002,0.07401430266968212
102005,0.02315753952895994
102007,0.4455530070047658
102017,0.015113558001499086
102019,0.15464744219355664
102029,0.014055337656318372
102051,0.30787992276939924
102052,0.012411573163004128
102054,0.01924822085387208
102062,0.06966530622197738
102067,0.17257275034686567
102068,0.11825783598436561
102070,0.06015399257580897
102090,0.08034200875702624
102092,0.0631947705677891
102099,0.08885834907451443
102100,0.046258992933421235
102112,0.1641575708014512
102113,0.03723030043153365
102122,0.17769470749074587
102123,0.04652125400622021
102125,0.02081672655521835
102126,0.2018263742114732
102146,0.028300811210365914
102147,0.05095678413104154
102151,0.03838180305183805
102158,0.11658353822115401
102159,0.048347882041616184
102162,0.061030205889677475
102165,0.0490426637162303
102166,0.037099320066653146
102174,0.020471850653320557
102193,0.31658153307189146
102198,0.031188439792834567
102205,0.2121410568809871
102206,0.011865694317307872
102218,0.03657064856926601
102221,0.044125043020198325
102230,0.08685854132448681
102238,0.07667682456609648
102248,0.04295545203623322
102252,0.1524131302712194
102259,0.06553021458624224
102262,0.13056801712019747
102273,0.04019274056725041
102286,0.14352529793973642
102293,0.023634986570964796
102294,0.03134384563569842
102296,0.05545967086199047
102298,0.08453892798687876
102303,0.031113224104440246
102309,0.017312694325663718
102315,0.056315865517900354
102340,0.059699146749634655
102342,0.14305238422240515
102344,0.05860901092718403
102346,0.07332514617575411
102347,0.024518565429131955
102374,0.038950242076002874
102380,0.03359653053540561
102387,0.009803202300010166
102393,0.052292916851808965
102403,0.02303492405834778
102413,0.09178222362472466
102414,0.004848523862993031
102415,0.03568520099274726
102416,0.07845235596659429
102439,0.042811763321324345
102441,0.053516927053043645
102443,0.025283614918075275
102444,0.11677261498385288
102445,0.10311402166413378
102448,0.04660964186845988
102449,0.10316138582231502
102450,0.172124280255805
102456,0.03657648856886445
102458,0.1196128545599837
102459,0.06798216844820182
102465,0.022615616237597707
102470,0.21527966464209614
102471,0.03183259300935453
102475,0.05886511347886247
102476,0.14507681831467498
102506,0.08605282763521596
102509,0.03853163220261312
102519,0.024304892619491147
102522,0.06442518116449678
102545,0.03891704652508479
102549,0.04843111700099028
102562,0.008606426197886664
102563,0.011933676102634152
102568,0.09047379127486845
102582,0.08357044514167795
102592,0.0249829318943959
102597,0.16102499479877652
102605,0.032303294710798625
102614,0.017427479770613367
102617,0.12100024365756795
102634,0.06400522989675876
102652,0.04767650605907573
102655,0.024968245786320672
102671,0.1260807540915787
102694,0.23830781806404108
102701,0.05318796928029205
102703,0.017334597905120448
102704,0.019816028063978763
102713,0.009874062847668041
102720,0.14583249924619882
102731,0.02749378179183034
102733,0.06282775896778763
102749,0.04120076919154952
102755,0.09905720112303601
102763,0.009112055809207984
102770,0.08629166421901352
102772,0.0738287089657259
102799,0.11011415896422257
102838,0.02848028468509523
102854,0.027817764671358314
102862,0.1490164785776654
102863,0.02800741213977944
102867,0.009308138074373185
102868,0.023170867426886205
102878,0.08303987408895462
102887,0.07792940684642784
102898,0.30009728806954067
102904,0.10009677562929455
102912,0.05633450404648159
102919,0.026073760416305995
102927,0.09748077729898538
102932,0.0537355453763786
102933,0.15654396972073248
102935,0.03658968347996323
102958,0.08150399332092867
102969,0.16986507239958895
102971,0.02575302798312377
102975,0.041269055010749206
102979,0.04648485274944289
102982,0.013730737871080763
102987,0.25986494710498387
102989,0.08942912456449907
102995,0.0663896953974868
102996,0.013625639734020785
103000,0.03648733849699836
103001,0.08158593882153699
103004,0.04055507430745902
103010,0.01726506020868674
103025,0.3720298469422358
103029,0.04672308164978484
103046,0.08665711096998728
103056,0.025586317175457257
103062,0.10444204047009012
103078,0.02240160016988817
103083,0.011836313102437795
103092,0.10238208385240063
103096,0.08666526552206104
103097,0.08661539586290892
103102,0.2816560163581672
103112,0.06638444765967039
